2,0
76,14
6,0
3,1
2,0
14,4
2,1
3,0
5,0
7,2
3,1
21,5
1,0
5,3
4,0
0,0
12,6
2,1
3,1
24,12
8,3
1,1
25,5
1,0
10,3
1,0
0,0
4,1
3,1
2,0
7,1
12,5
3,2
6,1
3,1
8,3
7,4
1,0
5,3
5,0
7,2
2,2
2,1
1,0
2,1
2,1
3,1
8,3
0,0
8,4
8,3
19,8
16,7
7,3
1,0
9,1
