0,0
14,128
0,0
1,64
0,0
4,79
1,329
0,0
0,0
2,50
1,1
5,101
0,0
3,323
0,0
0,0
6,535
1,16
1,47
12,407
3,282
1,4
5,167
0,0
3,260
0,0
0,0
1,148
1,520
0,0
1,3
5,425
2,21
1,2
1,34
3,234
4,74
0,0
3,51
0,0
2,313
2,6
1,159
0,0
1,14
1,229
1,3
3,98
0,0
4,308
3,64
8,319
7,224
3,171
0,0
1,82
